time,D
2025-09-28 20:50:32.083394,0.0
2025-09-28 20:50:32.395436,0.08213511492434779
2025-09-28 20:50:32.707484,0.0
2025-09-28 20:50:33.019523,0.0
2025-09-28 20:50:33.331575,-0.035629995761219876
2025-09-28 20:50:33.643624,0.0
2025-09-28 20:50:33.955665,0.0
2025-09-28 20:50:34.267711,0.0
2025-09-28 20:50:34.579760,0.0
2025-09-28 20:50:34.891836,0.0
2025-09-28 20:50:35.203848,0.0
2025-09-28 20:50:35.515899,0.0
2025-09-28 20:50:35.827941,0.0
2025-09-28 20:50:36.139987,0.0
2025-09-28 20:50:36.452038,0.0
2025-09-28 20:50:36.764089,0.0
2025-09-28 20:50:37.076124,0.0
2025-09-28 20:50:37.388175,0.0
2025-09-28 20:50:37.700219,0.0
2025-09-28 20:50:38.012267,0.0
2025-09-28 20:50:38.324316,0.0
2025-09-28 20:50:38.636366,0.0
2025-09-28 20:50:38.948409,0.0
2025-09-28 20:50:39.260454,0.0
2025-09-28 20:50:39.572499,0.0
2025-09-28 20:50:39.884548,0.0
2025-09-28 20:50:40.196593,0.0
2025-09-28 20:50:40.508644,0.0
2025-09-28 20:50:40.820686,0.0
2025-09-28 20:50:41.132734,0.0
2025-09-28 20:50:41.444775,0.0
2025-09-28 20:50:41.756825,0.0
2025-09-28 20:50:42.068873,0.0
2025-09-28 20:50:42.380921,0.0
2025-09-28 20:50:42.692969,0.0
2025-09-28 20:50:43.005009,0.0
2025-09-28 20:50:43.317054,0.0
2025-09-28 20:50:43.629102,0.0
2025-09-28 20:50:43.941153,-0.07238334691349159
2025-09-28 20:50:44.253200,0.0
2025-09-28 20:50:44.565241,0.0
2025-09-28 20:50:44.877290,0.0
2025-09-28 20:50:45.189328,0.0
2025-09-28 20:50:45.501379,0.0
2025-09-28 20:50:45.813431,0.0
2025-09-28 20:50:46.125466,0.0
2025-09-28 20:50:46.437517,0.0
2025-09-28 20:50:46.749568,0.0
2025-09-28 20:50:47.061614,0.0
2025-09-28 20:50:47.373656,0.0
2025-09-28 20:50:47.685706,0.0
2025-09-28 20:50:47.997749,0.0
2025-09-28 20:50:48.309828,0.0
2025-09-28 20:50:48.621845,-0.049033224574800645
2025-09-28 20:50:48.933897,-0.03636802540983483
