time,D
2025-09-30 06:39:15.240417,0.0
2025-09-30 06:39:15.552467,0.0
2025-09-30 06:39:15.864509,0.0
2025-09-30 06:39:16.176555,0.0
2025-09-30 06:39:16.488640,0.0
2025-09-30 06:39:16.800648,0.0
2025-09-30 06:39:17.112695,0.0
2025-09-30 06:39:17.424745,0.0
2025-09-30 06:39:17.736787,0.0
2025-09-30 06:39:18.048838,0.0
2025-09-30 06:39:18.360877,0.0
2025-09-30 06:39:18.672929,0.0
2025-09-30 06:39:18.984979,0.0
2025-09-30 06:39:19.297023,0.0
2025-09-30 06:39:19.609067,0.0
2025-09-30 06:39:19.921116,0.0
2025-09-30 06:39:20.233157,0.0
2025-09-30 06:39:20.545204,0.0
2025-09-30 06:39:20.857257,0.0
2025-09-30 06:39:21.169306,0.0
2025-09-30 06:39:21.481343,0.0
2025-09-30 06:39:21.793395,0.0
2025-09-30 06:39:22.105430,0.0
2025-09-30 06:39:22.417481,0.0
2025-09-30 06:39:22.729534,0.0
2025-09-30 06:39:23.041568,0.0
2025-09-30 06:39:23.353619,0.0
2025-09-30 06:39:23.665670,0.0
2025-09-30 06:39:23.977713,0.0
2025-09-30 06:39:24.289758,0.0
2025-09-30 06:39:24.601808,0.0
2025-09-30 06:39:24.913851,0.0
2025-09-30 06:39:25.225899,0.0
2025-09-30 06:39:25.537947,0.0
2025-09-30 06:39:25.849999,0.0
2025-09-30 06:39:26.162035,0.0
2025-09-30 06:39:26.474086,0.0
2025-09-30 06:39:26.786128,0.0
2025-09-30 06:39:27.098174,0.0
2025-09-30 06:39:27.410226,0.0
2025-09-30 06:39:27.722278,0.0
2025-09-30 06:39:28.034313,0.0
2025-09-30 06:39:28.346365,0.0
2025-09-30 06:39:28.658405,0.0
2025-09-30 06:39:28.970459,0.0
2025-09-30 06:39:29.282504,0.0
2025-09-30 06:39:29.594552,0.0
2025-09-30 06:39:29.906596,0.0
2025-09-30 06:39:30.218643,0.0
2025-09-30 06:39:30.530687,0.0
2025-09-30 06:39:30.842737,0.0
2025-09-30 06:39:31.154780,0.0
2025-09-30 06:39:31.466831,0.0
2025-09-30 06:39:31.778876,0.0
2025-09-30 06:39:32.090921,0.0
2025-09-30 06:39:32.402960,0.0
2025-09-30 06:39:32.715012,0.0
2025-09-30 06:39:33.027057,0.017908140584555695
2025-09-30 06:39:33.339106,0.0
2025-09-30 06:39:33.651149,0.017680634642164492
2025-09-30 06:39:33.963198,0.01745945221557746
2025-09-30 06:39:34.275236,-0.017458668909170135
2025-09-30 06:39:34.587288,-0.017680577982543785
2025-09-30 06:39:34.899338,0.0
2025-09-30 06:39:35.211383,0.0
2025-09-30 06:39:35.523425,0.0
2025-09-30 06:39:35.835476,0.0
2025-09-30 06:39:36.147549,0.0
2025-09-30 06:39:36.459563,0.0
2025-09-30 06:39:36.771616,0.0
2025-09-30 06:39:37.083652,0.0
2025-09-30 06:39:37.395703,0.0
2025-09-30 06:39:37.707754,0.0
2025-09-30 06:39:38.019826,0.01768244794178775
2025-09-30 06:39:38.331843,0.06152951308865996
2025-09-30 06:39:38.643895,0.019809013364660562
2025-09-30 06:39:38.955935,0.0
2025-09-30 06:39:39.267981,-0.019808315084100615
2025-09-30 06:39:39.580032,0.019808315084100615
2025-09-30 06:39:39.892083,0.0
2025-09-30 06:39:40.204118,0.0
2025-09-30 06:39:40.516170,0.0
2025-09-30 06:39:40.828214,0.019530652962207226
2025-09-30 06:39:41.140260,0.041545062404369594
2025-09-30 06:39:41.452312,0.0
2025-09-30 06:39:41.764361,0.04034256479354737
2025-09-30 06:39:42.076399,0.0
2025-09-30 06:39:42.388448,0.07468450387591564
2025-09-30 06:39:42.700490,0.0872524279504156
2025-09-30 06:39:43.012537,0.08210280078729489
2025-09-30 06:39:43.324587,0.06293811536290633
2025-09-30 06:39:43.636638,0.07419191830526001
2025-09-30 06:39:43.948679,0.07042210934648448
2025-09-30 06:39:44.260783,0.06705473666024474
2025-09-30 06:39:44.572768,0.07512677877912406
2025-09-30 06:39:44.884817,0.08372102164881938
2025-09-30 06:39:45.196862,0.10186754871922472
2025-09-30 06:39:45.508914,0.07354073858403738
2025-09-30 06:39:45.820957,0.04822987357559641
2025-09-30 06:39:46.133001,0.0
2025-09-30 06:39:46.445043,0.0
2025-09-30 06:39:46.757094,0.0
2025-09-30 06:39:47.069140,0.0
2025-09-30 06:39:47.381190,0.0
2025-09-30 06:39:47.693236,0.039705257169187325
2025-09-30 06:39:48.005279,0.017392261400734774
2025-09-30 06:39:48.317322,-0.0005544360642329068
2025-09-30 06:39:48.629372,-0.028868447213101164
2025-09-30 06:39:48.941422,-0.036948801172063395
2025-09-30 06:39:49.253470,-0.048995258955324146
2025-09-30 06:39:49.565511,0.0
