time,D
2026-01-22 10:40:38.221800,0.0
2026-01-22 10:40:38.533842,0.0
2026-01-22 10:40:38.845895,0.0
2026-01-22 10:40:39.157943,0.0
2026-01-22 10:40:39.469999,0.0
2026-01-22 10:40:39.782036,0.0
2026-01-22 10:40:40.094084,0.0
2026-01-22 10:40:40.406127,0.30267680796973606
2026-01-22 10:40:40.718182,0.43767606021321165
2026-01-22 10:40:41.030228,-0.016399911515995097
2026-01-22 10:40:41.342270,-0.008291690344748694
2026-01-22 10:40:41.654321,0.0
2026-01-22 10:40:41.966375,0.0
2026-01-22 10:40:42.278414,0.0
2026-01-22 10:40:42.590464,0.0
2026-01-22 10:40:42.902516,0.0
2026-01-22 10:40:43.214557,0.0
2026-01-22 10:40:43.526607,0.0
2026-01-22 10:40:43.838655,0.0
2026-01-22 10:40:44.150710,-0.5049256961129949
2026-01-22 10:40:44.462753,0.0
2026-01-22 10:40:44.774802,0.0
2026-01-22 10:40:45.086841,0.0
2026-01-22 10:40:45.398893,0.0
2026-01-22 10:40:45.710944,0.0
2026-01-22 10:40:46.022985,0.0
2026-01-22 10:40:46.335033,0.0
2026-01-22 10:40:46.647086,0.0
2026-01-22 10:40:46.959128,0.0
2026-01-22 10:40:47.271176,0.0
2026-01-22 10:40:47.583227,0.0
2026-01-22 10:40:47.895271,0.0
2026-01-22 10:40:48.207319,0.0
2026-01-22 10:40:48.519370,0.0
2026-01-22 10:40:48.831421,0.0
2026-01-22 10:40:49.143461,0.0
2026-01-22 10:40:49.455513,0.0
2026-01-22 10:40:49.767557,0.0
2026-01-22 10:40:50.079608,0.0
2026-01-22 10:40:50.391657,0.0
2026-01-22 10:40:50.703707,0.0
2026-01-22 10:40:51.015747,0.0
2026-01-22 10:40:51.327797,-0.02307286666462558
2026-01-22 10:40:51.639843,-0.006224686597094567
2026-01-22 10:40:51.951893,0.14848331330874387
2026-01-22 10:40:52.263941,0.0
2026-01-22 10:40:52.575984,0.0
2026-01-22 10:40:52.888036,0.0
2026-01-22 10:40:53.200084,0.0
2026-01-22 10:40:53.512128,0.0
2026-01-22 10:40:53.824178,0.0
2026-01-22 10:40:54.136229,0.0
2026-01-22 10:40:54.448268,0.0
2026-01-22 10:40:54.760324,0.0
2026-01-22 10:40:55.072363,0.0
2026-01-22 10:40:55.384421,0.0
2026-01-22 10:40:55.696510,0.0
2026-01-22 10:40:56.008516,0.0
2026-01-22 10:40:56.320557,0.0
2026-01-22 10:40:56.632606,0.0
2026-01-22 10:40:56.944656,0.0
2026-01-22 10:40:57.256696,0.0
2026-01-22 10:40:57.568748,0.0
2026-01-22 10:40:57.880800,0.0
2026-01-22 10:40:58.192837,0.0
2026-01-22 10:40:58.504889,0.0
2026-01-22 10:40:58.816941,0.0
2026-01-22 10:40:59.128981,0.0
2026-01-22 10:40:59.441034,0.0
2026-01-22 10:40:59.753084,0.0
2026-01-22 10:41:00.065132,0.0
2026-01-22 10:41:00.377175,0.0
2026-01-22 10:41:00.689227,0.0
2026-01-22 10:41:01.001268,0.0
2026-01-22 10:41:01.313318,0.0
2026-01-22 10:41:01.625360,0.0
2026-01-22 10:41:01.937420,0.0
2026-01-22 10:41:02.249460,0.0
2026-01-22 10:41:02.561514,0.0
2026-01-22 10:41:02.873556,0.0
2026-01-22 10:41:03.185604,0.0
2026-01-22 10:41:03.497654,0.0
2026-01-22 10:41:03.809698,0.0
2026-01-22 10:41:04.121751,0.0
2026-01-22 10:41:04.433797,0.0
2026-01-22 10:41:04.745840,0.0
2026-01-22 10:41:05.057889,0.0
2026-01-22 10:41:05.369941,0.0
2026-01-22 10:41:05.681984,0.0
2026-01-22 10:41:05.994034,0.0
2026-01-22 10:41:06.306085,0.0
2026-01-22 10:41:06.618134,0.0
2026-01-22 10:41:06.930178,0.0
2026-01-22 10:41:07.242227,0.0
2026-01-22 10:41:07.554266,0.0
2026-01-22 10:41:07.866341,0.0
2026-01-22 10:41:08.178365,0.0
2026-01-22 10:41:08.490409,0.0
2026-01-22 10:41:08.802460,0.0
2026-01-22 10:41:09.114509,0.0
2026-01-22 10:41:09.426551,0.0
2026-01-22 10:41:09.738603,0.0
2026-01-22 10:41:10.050651,0.0
2026-01-22 10:41:10.362695,0.0
2026-01-22 10:41:10.674745,0.0
2026-01-22 10:41:10.986796,0.0
2026-01-22 10:41:11.298837,0.0
2026-01-22 10:41:11.610889,0.0
2026-01-22 10:41:11.922888,0.0
2026-01-22 10:41:12.234980,0.0
2026-01-22 10:41:12.547029,0.0
2026-01-22 10:41:12.859073,0.0
2026-01-22 10:41:13.171130,0.0
2026-01-22 10:41:13.483176,0.0
2026-01-22 10:41:13.795225,0.0
2026-01-22 10:41:14.107265,0.0
2026-01-22 10:41:14.419316,0.0
2026-01-22 10:41:14.731368,0.0
2026-01-22 10:41:15.043408,0.0
2026-01-22 10:41:15.355462,0.0
2026-01-22 10:41:15.667512,0.0
2026-01-22 10:41:15.979555,0.0
2026-01-22 10:41:16.291600,0.0
2026-01-22 10:41:16.603656,0.0
2026-01-22 10:41:16.915696,0.0
2026-01-22 10:41:17.227746,0.0
2026-01-22 10:41:17.539797,0.0
2026-01-22 10:41:17.851848,0.0
2026-01-22 10:41:18.163886,0.0
2026-01-22 10:41:18.475937,0.0
