time,D
2026-01-23 21:07:15.084311,0.0
2026-01-23 21:07:15.396354,0.0
2026-01-23 21:07:15.708403,0.0
2026-01-23 21:07:16.020453,0.0
2026-01-23 21:07:16.332494,0.0
2026-01-23 21:07:16.644548,0.0
2026-01-23 21:07:16.956597,0.0
2026-01-23 21:07:17.268637,0.0
2026-01-23 21:07:17.580690,0.0
2026-01-23 21:07:17.892740,0.0
2026-01-23 21:07:18.204779,0.0
2026-01-23 21:07:18.516831,0.0
2026-01-23 21:07:18.828882,0.0
2026-01-23 21:07:19.140932,0.0
2026-01-23 21:07:19.452974,0.0
2026-01-23 21:07:19.765026,0.0
2026-01-23 21:07:20.077068,0.0
2026-01-23 21:07:20.389117,0.0
2026-01-23 21:07:20.701160,0.0
2026-01-23 21:07:21.013218,0.0
2026-01-23 21:07:21.325260,0.0
2026-01-23 21:07:21.637313,0.0
2026-01-23 21:07:21.949355,0.0
2026-01-23 21:07:22.261407,0.0
2026-01-23 21:07:22.573449,0.0
2026-01-23 21:07:22.885506,0.0
2026-01-23 21:07:23.197547,0.0
2026-01-23 21:07:23.509598,0.0
2026-01-23 21:07:23.821642,0.0
2026-01-23 21:07:24.133692,0.0
2026-01-23 21:07:24.445743,0.0
2026-01-23 21:07:24.757786,0.0
2026-01-23 21:07:25.069833,0.0
2026-01-23 21:07:25.381886,0.0
2026-01-23 21:07:25.693928,0.0
2026-01-23 21:07:26.005976,0.0
2026-01-23 21:07:26.318027,0.0
2026-01-23 21:07:26.630072,0.0
2026-01-23 21:07:26.942138,0.0
2026-01-23 21:07:27.254171,0.0
2026-01-23 21:07:27.566213,0.0
2026-01-23 21:07:27.878264,0.0
2026-01-23 21:07:28.190312,0.0
2026-01-23 21:07:28.502356,0.0
2026-01-23 21:07:28.814409,0.0
2026-01-23 21:07:29.126456,0.0
2026-01-23 21:07:29.438499,0.0
2026-01-23 21:07:29.750550,0.0
2026-01-23 21:07:30.062598,0.0
2026-01-23 21:07:30.374642,0.0
2026-01-23 21:07:30.686694,0.0
2026-01-23 21:07:30.998745,0.0
2026-01-23 21:07:31.310794,0.0
2026-01-23 21:07:31.622838,0.0
2026-01-23 21:07:31.934888,0.0
2026-01-23 21:07:32.246928,0.0
2026-01-23 21:07:32.558979,0.0
2026-01-23 21:07:32.871023,0.0
2026-01-23 21:07:33.183081,0.0
2026-01-23 21:07:33.495125,0.0
2026-01-23 21:07:33.807178,0.0
2026-01-23 21:07:34.119215,0.0
2026-01-23 21:07:34.431265,0.0
2026-01-23 21:07:34.743320,0.0
2026-01-23 21:07:35.055359,0.0
2026-01-23 21:07:35.367408,0.0
2026-01-23 21:07:35.679461,0.0
2026-01-23 21:07:35.991505,0.0
2026-01-23 21:07:36.303554,0.0
2026-01-23 21:07:36.615606,0.0
2026-01-23 21:07:36.927650,0.0
2026-01-23 21:07:37.239698,0.0
2026-01-23 21:07:37.551747,0.0
2026-01-23 21:07:37.863790,0.0
2026-01-23 21:07:38.175838,0.0
2026-01-23 21:07:38.487889,0.0
2026-01-23 21:07:38.799931,0.0
2026-01-23 21:07:39.111981,0.0
2026-01-23 21:07:39.424033,0.0
2026-01-23 21:07:39.736075,0.0
2026-01-23 21:07:40.048123,0.0
2026-01-23 21:07:40.360175,0.0
2026-01-23 21:07:40.672175,0.0
2026-01-23 21:07:40.984271,0.0
2026-01-23 21:07:41.296318,0.0
2026-01-23 21:07:41.608370,0.0
2026-01-23 21:07:41.920412,0.0
2026-01-23 21:07:42.232462,0.0
2026-01-23 21:07:42.544505,0.0
2026-01-23 21:07:42.856556,0.0
2026-01-23 21:07:43.168643,0.0
2026-01-23 21:07:43.480656,0.0
2026-01-23 21:07:43.792699,0.0
2026-01-23 21:07:44.104751,0.49827598908880877
2026-01-23 21:07:44.416792,0.031185729926248577
2026-01-23 21:07:44.728843,0.3833698878870955
2026-01-23 21:07:45.040893,0.0
2026-01-23 21:07:45.352946,0.0
2026-01-23 21:07:45.664986,0.0
2026-01-23 21:07:45.977038,-0.0
2026-01-23 21:07:46.289076,0.0
2026-01-23 21:07:46.601130,0.0
2026-01-23 21:07:46.913181,0.0
2026-01-23 21:07:47.225221,0.0
2026-01-23 21:07:47.537275,0.0
2026-01-23 21:07:47.849328,0.0
2026-01-23 21:07:48.161366,0.0
2026-01-23 21:07:48.473414,0.0
2026-01-23 21:07:48.785471,0.0
2026-01-23 21:07:49.097543,0.0
2026-01-23 21:07:49.409557,0.0
2026-01-23 21:07:49.721609,0.0
2026-01-23 21:07:50.033649,0.0
2026-01-23 21:07:50.345700,0.0
2026-01-23 21:07:50.657752,0.0
2026-01-23 21:07:50.969794,0.0
2026-01-23 21:07:51.281843,-0.06599254032905702
2026-01-23 21:07:51.593895,0.0
2026-01-23 21:07:51.905947,0.0
2026-01-23 21:07:52.217986,0.0
2026-01-23 21:07:52.530038,0.0
2026-01-23 21:07:52.842080,0.0
2026-01-23 21:07:53.154131,0.0
2026-01-23 21:07:53.466173,0.0
2026-01-23 21:07:53.778233,0.0
2026-01-23 21:07:54.090273,0.0
2026-01-23 21:07:54.402324,0.0
2026-01-23 21:07:54.714368,0.0
2026-01-23 21:07:55.026418,0.0
2026-01-23 21:07:55.338459,0.0
2026-01-23 21:07:55.650521,0.0
2026-01-23 21:07:55.962563,0.0
2026-01-23 21:07:56.274610,0.0
2026-01-23 21:07:56.586659,0.0
2026-01-23 21:07:56.898706,0.0
2026-01-23 21:07:57.210755,0.0
2026-01-23 21:07:57.522798,0.0
2026-01-23 21:07:57.834850,0.0
2026-01-23 21:07:58.146898,0.0
2026-01-23 21:07:58.458941,0.0
2026-01-23 21:07:58.770995,0.0
2026-01-23 21:07:59.083041,0.0
2026-01-23 21:07:59.395118,0.0
2026-01-23 21:07:59.707136,0.0
2026-01-23 21:08:00.019181,0.0
2026-01-23 21:08:00.331225,0.0
