index,start_time,end_time,Bx,By,Bz,score,file_name,B,cone_angle,clock_angle,label,aci_file,ead_file
27,2026-01-20 19:06:22,2026-01-20 19:07:43,-15.568294310750847,-11.087503056459362,-12.174784207534596,0.4419066058767341,TracersDispersionEvent_TS2_2026-01-20T19:06:22_2026-01-20T19:07:43.png,22.66119772371237,133.3932786228252,222.32393832821057,ByDominant,data/Jan19_Storm/aci/ts2_l2_aci_ipd_20260120_v1.0.1.cdf,data/Jan19_Storm/ead/ts2_def_ead_20260120_v0.10.0.cdf
84,2026-01-24 21:14:41,2026-01-24 21:15:40,-5.850678477001547,1.009690460097218,-2.4954641922325425,0.4154781861943888,TracersDispersionEvent_TS2_2026-01-24T21:14:41_2026-01-24T21:15:40.png,6.440283767131328,155.29208143104933,157.97123808978571,BigBx,data/Jan19_Storm/aci/ts2_l2_aci_ipd_20260124_v1.0.23.cdf,data/Jan19_Storm/ead/ts2_def_ead_20260124_v0.10.0.cdf
